Word		Original_feature		Predicted_feature
jawaile		m		m
ha		m		any
ki		UNK		UNK
apaharanakarawA		m		m
gAMva		m		m
ke		any		m
_NULL_		UNK		any
ho		UNK		m
sakawe		m		m
hEM		UNK		any
.		f		UNK
ohijA		f		m
rohawaka		any		m
se		f		UNK
pulisa		m		m
ke		any		m
viSeRa		m		any
tIma		UNK		m
skUla		f		m
jAkara		f		any
aXyApakana		UNK		m
se		f		UNK
pUCawACa		f		m
kaila		UNK		m
.		m		UNK
xera		UNK		m
SAma		UNK		m
waka		UNK		UNK
baccavA		any		m
ka		m		UNK
bAre		UNK		UNK
meM		m		UNK
kavano		m		m
surAga		UNK		m
nAhIM		m		any
milala		f		any
rahala		f		m
.		m		UNK
kaMsAlA		m		m
pulisa		m		m
cOkI		m		m
sarapaMca		UNK		m
jayasiMha		f		m
ka		any		UNK
bayAna		f		m
para		f		UNK
SikAyawa		any		m
xarja		UNK		any
kara		f		any
lehale		f		m
ha		f		any
.		f		UNK
pulisa		any		m
vAraxAwa		f		m
ke		m		UNK
vajaha		any		UNK
ApasI		UNK		any
raMjiSa		UNK		m
bawaile		any		m
ha		m		any
,		m		UNK
lekina		any		UNK
ese		m		m
inakAra		m		m
kailana		any		m
ha		UNK		any
.		UNK		UNK
bawAvala		m		m
jAwa		f		any
ha		m		any
ki		any		UNK
_NULL_		any		any
buXavAra		any		m
xopahara		m		m
gAMva		UNK		m
sWiwa		f		any
rAjakIya		f		any
prAimarI		UNK		m
skUla		any		m
meM		m		UNK
pahalI		any		m
kakRA		any		m
meM		m		UNK
paDZe		m		m
vAlA		m		m
Caha		f		any
varRIya		f		any
vikkI		m		m
puwra		any		m
bijeMxra		m		m
wIsarI		UNK		m
kakRA		m		m
ka		m		UNK
eka		UNK		any
CAwra		m		m
ke		m		UNK
sAWa		UNK		m
skUla		m		m
se		UNK		UNK
bAhara		any		m
Aila		any		m
wa		m		UNK
pahile		m		m
se		UNK		UNK
mOjUxa		any		any
xu		any		m
yuvaka		m		m
vikkI		UNK		m
ke		any		m
uTAkara		any		any
kavanoM		any		m
vAhana		m		m
meM		UNK		UNK
lekara		f		any
ParAra		m		any
ho		m		any
gailana		any		m
.		m		UNK
GatanA		m		m
ke		UNK		m
pawA		any		m
vo		m		any
vakwa		m		m
lagala		UNK		m
jaba		m		UNK
ukwa		UNK		any
CAwra		any		m
aXyApaka		m		m
se		m		UNK
bawavalasa		UNK		m
ki		any		UNK
xo		any		any
ladZake		m		m
vikkI		UNK		m
ke		m		m
lekara		UNK		any
BAga		f		m
gailana		UNK		m
.		any		UNK
skUla		m		m
meM		any		UNK
GatanA		m		m
ka		UNK		UNK
lekara		m		any
hadZakaMpa		m		m
maca		f		m
gaila		f		m
.		f		UNK
skUla		m		m
prAcArya		m		m
GatanA		m		m
ke		m		m
sUcanA		UNK		m
gAMva		m		m
ke		m		m
sarapaMca		m		m
jayasiMha		UNK		m
va		f		UNK
bacce		UNK		m
ke		m		m
parijanana		m		m
ke		f		m
xehalana		f		m
.		m		UNK
vikkI		UNK		m
ke		f		m
ke		f		UNK
Kabara		any		UNK
gAMva		f		m
meM		UNK		UNK
Aga		m		m
ke		m		m
waraha		m		m
PEla		UNK		m
gaIla		any		m
Ora		m		UNK
xarjanana		m		m
grAmINa		UNK		any
sarapaMca		m		m
ke		m		m
lekara		any		any
skUla		UNK		m
pahuMlana		UNK		m
.		m		UNK
sarapaMca		UNK		m
jayasiMha		m		m
i		UNK		UNK
bAre		f		UNK
meM		f		UNK
aXyApakana		UNK		m
va		any		UNK
bacvana		m		m
se		m		UNK
bAwacIwa		m		m
kailana		f		m
.		f		UNK
okarA		UNK		m
bAxa		any		m
grAmINa		m		any
vikkI		UNK		m
ke		UNK		UNK
walASa		m		any
KAwira		m		UNK
nikala		m		m
padZale		UNK		m
waWA		m		UNK
kuCa		f		UNK
grAmINa		f		any
okarA		m		m
parijana		UNK		m
sahiwa		f		UNK
kaMsAlA		UNK		m
pulisa		f		m
cOkI		UNK		m
pahuMcalana		any		m
aura		m		UNK
pulisa		UNK		m
ke		m		m
GatanA		f		m
se		f		UNK
avagawa		m		any
karailana		UNK		m
.		f		UNK
apaharana		f		m
ka		any		UNK
sUcanA		m		m
milawa		f		any
hI		f		UNK
pulisa		f		m
nAkebaMxI		m		any
kara		any		any
vAhanana		f		m
ke		UNK		m
jAMca		any		m
padZawAla		m		m
SurU		UNK		m
kara		m		any
xehalasa		f		m
.		f		UNK
e		m		UNK
saMbaMXa		m		m
meM		m		UNK
kaMsAlA		m		m
pulisa		UNK		m
cOkI		f		m
sarapaMca		any		m
jayasiMha		f		m
ka		f		UNK
bayAna		any		m
para		UNK		UNK
SikAyawa		m		m
xarja		UNK		any
kara		m		any
lehale		any		m
ha		UNK		any
.		f		UNK
grAmInana		any		m
meM		m		UNK
roRa		UNK		m
ha		m		any
ki		any		UNK
pulisa		any		m
i		UNK		UNK
mAmalA		f		m
meM		f		UNK
kesa		f		m
xarja		any		any
kare		UNK		m
meM		UNK		UNK
AnAkAnI		m		any
kara		f		any
rahala		f		m
ha		m		any
.		m		UNK
ohijA		f		m
buXavAra		m		m
SAma		m		m
PiMgara		UNK		m
priMta		any		m
viSeRajFa		f		m
suxarSanA		m		m
ka		f		UNK
newqwva		UNK		m
meM		f		UNK
eka		m		any
tIma		UNK		m
skUla		f		m
pahuMcala		f		m
.		UNK		UNK
tIma		any		m
aXyApana		m		m
se		UNK		UNK
pUCawACa		m		m
kaila		f		m
.		f		UNK
XArmika		m		any
aXAra		m		m
para		UNK		UNK
ArakRaNa		m		m
ke		m		m
mAMga		UNK		m
ka		any		UNK
viroXa		m		m
meM		UNK		UNK
vihipa		m		m
kahalasa		m		m
ki		UNK		UNK
ehase		m		any
alagAvavAxa		any		m
ke		UNK		m
baDZAvA		m		m
mili		f		m
.		f		UNK
samAja		UNK		m
eka		any		any
aura		m		any
viBAjana		UNK		m
ka		m		UNK
kagAra		m		m
para		UNK		UNK
pahuMca		m		any
jAi		UNK		any
.		m		UNK
vihipa		f		m
ravivAra		UNK		m
ke		f		m
keMxra		m		m
aura		m		any
rAjya		UNK		m
sarakAra		any		m
ke		any		UNK
nasIhawa		f		m
xewa		f		any
kahalana		f		m
ki		UNK		UNK
u		m		any
i		UNK		UNK
waraha		any		m
ke		UNK		m
mAMgana		UNK		m
para		f		UNK
XyAna		m		m
na		m		UNK
xeM		m		any
.		any		UNK
ohijA		m		m
PAyara		UNK		m
brAMda		any		m
newA		UNK		m
aSoka		m		m
siMGalo		UNK		m
maTAXISana		f		m
aura		UNK		any
XArmika		any		m
se		f		UNK
jAwivAxa		f		m
Ora		f		UNK
CuACUwa		UNK		m
ke		m		m
Kawma		m		any
kare		f		m
ke		m		m
apIla		any		m
kailana		any		m
.		m		UNK
viSva		m		m
hiMxU		m		m
pariRaxa		m		m
ka		m		UNK
xu		UNK		any
xivasIya		m		any
kAryakrama		UNK		m
ka		any		UNK
samApana		m		m
ke		any		m
mOkA		any		m
para		any		UNK
ravivAra		m		m
ke		UNK		m
eka		m		any
praswAva		f		m
pAriwa		f		any
kara		UNK		any
XArmika		m		any
aXAra		m		m
para		m		UNK
ArakRaNa		m		m
ke		UNK		m
mAMga		m		m
para		m		UNK
kadZA		UNK		m
viroXa		any		m
jawAvala		m		m
gaila		UNK		m
.		any		UNK
vihipa		UNK		m
kahala		m		m
ki		any		UNK
ehase		m		m
samAja		UNK		m
meM		m		UNK
eka		UNK		any
aura		any		any
viBAjana		UNK		m
ho		m		any
jAi		m		any
.		UNK		UNK
praswAva		any		m
meM		m		UNK
i		m		UNK
BI		UNK		UNK
kahala		m		m
gaila		m		m
ki		m		UNK
alpasaMKya		UNK		any
SikRaNa		m		m
saMsWAna		any		m
Ora		UNK		UNK
hiMxU		any		m
SikRaNa		f		m
saMsWAnana		UNK		m
ka		any		UNK
bIca		m		m
kAnUnI		m		any
aura		any		any
saMvEXAnika		UNK		any
asamAnawAvana		any		m
ke		UNK		m
Kawma		m		any
kaila		any		m
jAila		m		m
cAhi		m		m
.		f		UNK
ekarA		f		m
lie		f		UNK
vihipa		UNK		m
samAna		m		m
SikRaNa		m		m
kAnUna		m		m
ka		UNK		UNK
vakAlawa		m		m
kaila		m		m
.		UNK		UNK
elAyaMsa		any		m
eyara		f		m
boiga		m		m
-		m		UNK
737		m		any
vimAna		m		m
ke		any		m
wakanIkI		any		any
KarAbI		m		any
ka		UNK		UNK
kArana		any		m
Cawrapawi		f		m
SivAjI		UNK		m
aMwarrARtrIya		UNK		any
havAI		any		any
ad		m		any
para		m		UNK
imarajeMsI		UNK		any
lEMdiMga		m		m
ke		UNK		UNK
wahawa		any		UNK
surakRiwa		m		any
uwArala		any		m
gaila		m		m
.		UNK		UNK
vimAna		m		m
meM		m		UNK
55		m		any
yAwrI		m		m
savAra		m		m
rahalana		UNK		m
.		f		UNK
eyaraporta		UNK		m
aXikAriyana		m		m
ka		UNK		UNK
anusAra		m		UNK
vimAna		UNK		m
(		f		UNK
sIdI		f		m
-		f		UNK
7130		UNK		any
