Word		Original_feature		Predicted_feature
paryatana		UNK		3
ka		UNK		UNK
vikAsa		3		3
ke		3		UNK
muKya		3		UNK
jimmexArI		UNK		3
rAjya		3		3
sarakAra		UNK		3
ke		UNK		UNK
hE		3		3
.		3		UNK
lekina		3		UNK
keMxra		UNK		3
rAjya		3		3
sarakAra		UNK		3
se		3		UNK
salAha		any		3
-		3		UNK
maSavirA		3		3
kara		3		any
unake		UNK		3h
paryatana		3		3
sWalana		UNK		3
ke		UNK		UNK
vikAsa		3		3
KAwira		UNK		UNK
ArWika		any		UNK
sahAyawA		UNK		3
muhEyA		UNK		UNK
karAye		3		any
KAwira		UNK		UNK
wEyAra		3		UNK
ha		UNK		3
.		UNK		UNK
rAjya		UNK		3
meM		UNK		UNK
GarelU		3		3
aura		UNK		UNK
vixeSI		3		UNK
paryatakoM		UNK		3
ke		UNK		UNK
saMKyA		3		3
meM		3		UNK
lagAwAra		any		UNK
ijAPA		3		UNK
ho		UNK		3
rahala		UNK		3
ha		3		3
.		3		UNK
keMxrIya		3		UNK
maMwrAlaya		UNK		3
i		any		UNK
ijAPA		UNK		3
ke		UNK		UNK
lekara		UNK		UNK
kAPI		3		UNK
uwsAhiwa		3		UNK
.		UNK		UNK
gAMva		3		3
moraKedZI		3		3
ka		UNK		UNK
rAjakIya		UNK		UNK
prAimarI		3		3
skUla		UNK		3
se		UNK		UNK
xu		UNK		3
juvaka		3		3
eka		UNK		UNK
Caha		3		UNK
varRIya		any		UNK
baccA		any		3
ka		any		UNK
apaharana		UNK		3
kara		3		any
le		3		any
gailana		3		3
.		3		UNK
pulisa		UNK		3
ASaMkA		3		3
jawaile		3		3
ha		UNK		3
ki		UNK		UNK
apaharanakarawA		3		3
gAMva		any		3
ke		3		UNK
_NULL_		UNK		UNK
ho		UNK		3
sakawe		3		any
hEM		UNK		3
.		3		UNK
ohijA		UNK		3
rohawaka		UNK		3
se		3		UNK
pulisa		3		3
ke		any		UNK
viSeRa		3		UNK
tIma		UNK		3
skUla		3		3
jAkara		any		any
aXyApakana		UNK		3
se		3		UNK
pUCawACa		3		3
kaila		UNK		any
.		3		UNK
xera		UNK		3
SAma		UNK		3
waka		UNK		UNK
baccavA		3		3
ka		3		UNK
bAre		UNK		UNK
meM		any		UNK
kavano		any		3
surAga		UNK		3
nAhIM		3		UNK
milala		3		any
rahala		3		any
.		3		UNK
kaMsAlA		3		3
pulisa		UNK		3
cOkI		3		3
sarapaMca		UNK		3
jayasiMha		3		3
ka		UNK		UNK
bayAna		3		3
para		any		UNK
SikAyawa		3		3
xarja		UNK		UNK
kara		3		any
lehale		3		3
ha		UNK		3
.		UNK		UNK
pulisa		UNK		3
vAraxAwa		3		3
ke		3		UNK
vajaha		3		UNK
ApasI		UNK		UNK
raMjiSa		UNK		3
bawaile		3		3
ha		3		3
,		3		UNK
lekina		3		UNK
ese		3		any
inakAra		any		3
kailana		3		3
ha		UNK		3
.		UNK		UNK
bawAvala		3		3
jAwa		3		3
ha		3		3
ki		UNK		UNK
_NULL_		UNK		UNK
buXavAra		UNK		3
xopahara		3		3
gAMva		UNK		3
sWiwa		UNK		UNK
rAjakIya		3		UNK
prAimarI		UNK		3
skUla		any		3
meM		UNK		UNK
pahalI		UNK		UNK
kakRA		UNK		3
meM		3		UNK
paDZe		3		any
vAlA		3		UNK
Caha		UNK		UNK
varRIya		3		UNK
vikkI		UNK		3
puwra		UNK		3
bijeMxra		3		3
wIsarI		UNK		UNK
kakRA		3		3
ka		3		UNK
eka		UNK		UNK
CAwra		3		3
ke		any		UNK
sAWa		UNK		3
skUla		3		3
se		UNK		UNK
bAhara		UNK		3
Aila		UNK		3
wa		3		UNK
pahile		3		3
se		UNK		UNK
mOjUxa		any		UNK
xu		3		3
yuvaka		3		3
vikkI		UNK		3
ke		any		UNK
uTAkara		UNK		any
kavanoM		any		3
vAhana		any		3
meM		UNK		UNK
lekara		3		any
ParAra		UNK		UNK
ho		3		any
gailana		3		3
.		3		UNK
GatanA		any		3
ke		UNK		UNK
pawA		UNK		3
vo		3		3
vakwa		3		3
lagala		UNK		3
jaba		any		UNK
ukwa		UNK		UNK
CAwra		UNK		3
aXyApaka		3		3
se		3		UNK
bawavalasa		UNK		3
ki		any		UNK
xo		any		UNK
ladZake		any		any
vikkI		UNK		3
ke		3		UNK
lekara		UNK		any
BAga		3		3
gailana		UNK		3
.		any		UNK
skUla		3		3
meM		any		UNK
GatanA		any		3
ka		UNK		UNK
lekara		3		any
hadZakaMpa		3		3
maca		3		3
gaila		UNK		any
.		3		UNK
skUla		3		3
prAcArya		UNK		3
GatanA		3		3
ke		3		UNK
sUcanA		UNK		3
gAMva		3		3
ke		UNK		UNK
sarapaMca		3		3
jayasiMha		UNK		3
va		any		UNK
bacce		UNK		3
ke		3		UNK
parijanana		UNK		3
ke		UNK		UNK
xehalana		3		3
.		3		UNK
vikkI		UNK		3
ke		3		UNK
ke		UNK		UNK
Kabara		any		UNK
gAMva		any		3
meM		UNK		UNK
Aga		3		3
ke		3		UNK
waraha		3		3
PEla		UNK		3
gaIla		any		3
Ora		3		UNK
xarjanana		any		3
grAmINa		UNK		UNK
sarapaMca		3		3
ke		3		UNK
lekara		3		any
skUla		UNK		3
pahuMlana		UNK		3
.		3		UNK
sarapaMca		UNK		3
jayasiMha		3		3
i		UNK		UNK
bAre		3		UNK
meM		any		UNK
aXyApakana		UNK		3
va		3		UNK
bacvana		3		3
se		3		UNK
bAwacIwa		3		3
kailana		UNK		3
.		3		UNK
okarA		UNK		3
bAxa		any		3
grAmINa		any		UNK
vikkI		UNK		3
ke		UNK		UNK
walASa		3		UNK
KAwira		3		UNK
nikala		3		3
padZale		UNK		3
waWA		3		UNK
kuCa		3		UNK
grAmINa		3		UNK
okarA		any		any
parijana		UNK		3
sahiwa		3		UNK
kaMsAlA		UNK		3
pulisa		3		3
cOkI		UNK		3
pahuMcalana		UNK		3
aura		any		UNK
pulisa		UNK		3
ke		3		UNK
GatanA		UNK		3
se		3		UNK
avagawa		any		UNK
karailana		UNK		3
.		3		UNK
apaharana		3		3
ka		any		UNK
sUcanA		3		3
milawa		UNK		UNK
hI		3		UNK
pulisa		3		3
nAkebaMxI		3		UNK
kara		any		any
vAhanana		any		3
ke		UNK		UNK
jAMca		3		3
padZawAla		3		3
SurU		UNK		3
kara		3		any
xehalasa		3		3
.		3		UNK
e		3		UNK
saMbaMXa		3		3
meM		UNK		UNK
kaMsAlA		3		3
pulisa		UNK		3
cOkI		3		3
sarapaMca		UNK		3
jayasiMha		3		3
ka		any		UNK
bayAna		3		3
para		UNK		UNK
SikAyawa		3		3
xarja		UNK		UNK
kara		3		any
lehale		3		3
ha		UNK		3
.		3		UNK
grAmInana		3		3
meM		3		UNK
roRa		UNK		3
ha		3		3
ki		UNK		UNK
pulisa		any		3
i		UNK		UNK
mAmalA		3		3
meM		3		UNK
kesa		any		3
xarja		3		UNK
kare		UNK		3
meM		UNK		UNK
AnAkAnI		3		3
kara		3		any
rahala		3		3
ha		3		3
.		3		UNK
ohijA		3		3
buXavAra		UNK		3
SAma		3		3
PiMgara		UNK		3
priMta		UNK		3
viSeRajFa		3		3
suxarSanA		3		3
ka		any		UNK
newqwva		UNK		3
meM		3		UNK
eka		3		UNK
tIma		UNK		3
skUla		3		3
pahuMcala		any		3
.		UNK		UNK
tIma		UNK		3
aXyApana		3		3
se		UNK		UNK
pUCawACa		3		3
kaila		UNK		any
.		3		UNK
XArmika		UNK		UNK
aXAra		UNK		3
para		UNK		UNK
ArakRaNa		3		3
ke		any		UNK
mAMga		UNK		3
ka		3		UNK
viroXa		3		3
meM		UNK		UNK
vihipa		3		3
kahalasa		3		3
ki		UNK		UNK
ehase		3		any
alagAvavAxa		UNK		3
ke		UNK		UNK
baDZAvA		3		3
mili		UNK		3
.		3		UNK
samAja		UNK		3
eka		3		UNK
aura		3		UNK
viBAjana		UNK		3
ka		3		UNK
kagAra		3		3
para		UNK		UNK
pahuMca		3		any
jAi		UNK		3
.		3		UNK
vihipa		3		3
ravivAra		UNK		3
ke		3		UNK
keMxra		any		3
aura		any		UNK
rAjya		UNK		3
sarakAra		3		3
ke		3		UNK
nasIhawa		3		3
xewa		UNK		UNK
kahalana		3		3
ki		UNK		UNK
u		3		UNK
i		UNK		UNK
waraha		any		3
ke		UNK		UNK
mAMgana		UNK		3
para		3		UNK
XyAna		3		3
na		3		UNK
xeM		3		3
.		3		UNK
ohijA		3		3
PAyara		UNK		3
brAMda		UNK		3
newA		UNK		3
aSoka		3		3
siMGalo		UNK		3
maTAXISana		3		3
aura		UNK		UNK
XArmika		UNK		3
se		UNK		UNK
jAwivAxa		3		3
Ora		any		UNK
CuACUwa		UNK		3
ke		3		UNK
Kawma		3		UNK
kare		3		3
ke		UNK		UNK
apIla		UNK		3
kailana		UNK		3
.		3		UNK
viSva		UNK		3
hiMxU		3		3
pariRaxa		UNK		3
ka		3		UNK
xu		UNK		UNK
xivasIya		3		UNK
kAryakrama		UNK		3
ka		UNK		UNK
samApana		3		3
ke		UNK		UNK
mOkA		any		3
para		UNK		UNK
ravivAra		3		3
ke		UNK		UNK
eka		3		UNK
praswAva		UNK		3
pAriwa		3		UNK
kara		UNK		any
XArmika		UNK		UNK
aXAra		3		3
para		any		UNK
ArakRaNa		any		3
ke		UNK		UNK
mAMga		3		3
para		any		UNK
kadZA		UNK		UNK
viroXa		3		3
jawAvala		3		3
gaila		UNK		any
.		UNK		UNK
vihipa		UNK		3
kahala		3		3
ki		3		UNK
ehase		3		3
samAja		UNK		3
meM		3		UNK
eka		UNK		UNK
aura		3		UNK
viBAjana		UNK		3
ho		any		any
jAi		any		3
.		UNK		UNK
praswAva		UNK		3
meM		3		UNK
i		3		UNK
BI		UNK		UNK
kahala		3		3
gaila		3		any
ki		3		UNK
alpasaMKya		UNK		UNK
SikRaNa		3		3
saMsWAna		UNK		3
Ora		UNK		UNK
hiMxU		UNK		3
SikRaNa		3		3
saMsWAnana		UNK		3
ka		UNK		UNK
bIca		any		3
kAnUnI		any		UNK
aura		any		UNK
saMvEXAnika		UNK		UNK
asamAnawAvana		3		3
ke		UNK		UNK
Kawma		3		UNK
kaila		UNK		3
jAila		3		3
cAhi		3		3
.		UNK		UNK
ekarA		3		any
lie		any		UNK
vihipa		UNK		3
samAna		3		3
SikRaNa		3		3
kAnUna		3		3
ka		UNK		UNK
vakAlawa		3		3
kaila		3		any
.		UNK		UNK
elAyaMsa		UNK		3
eyara		3		3
boiga		UNK		3
-		UNK		UNK
737		3		UNK
vimAna		3		3
ke		UNK		UNK
wakanIkI		UNK		UNK
KarAbI		3		3
ka		UNK		UNK
kArana		UNK		3
Cawrapawi		3		3
SivAjI		UNK		3
aMwarrARtrIya		UNK		UNK
havAI		UNK		3
ad		any		3
para		any		UNK
imarajeMsI		UNK		3
lEMdiMga		3		3
ke		UNK		UNK
wahawa		UNK		UNK
surakRiwa		3		UNK
uwArala		UNK		3
gaila		any		any
.		UNK		UNK
vimAna		3		3
meM		3		UNK
55		UNK		UNK
yAwrI		UNK		3
savAra		3		3
rahalana		UNK		3
.		3		UNK
eyaraporta		UNK		3
aXikAriyana		3		3
ka		UNK		UNK
anusAra		3		UNK
vimAna		UNK		3
(		3		UNK
sIdI		any		3
-		any		UNK
7130		UNK		3
