Word		Original_feature		Predicted_feature
ke		UNK		sg
lekara		UNK		any
gaMBIra		sg		any
naiKe		sg		sg
.		UNK		UNK
paryatana		UNK		sg
maMwrAlaya		UNK		sg
ka		any		UNK
muwAbika		sg		UNK
,		sg		UNK
cAlU		UNK		sg
viwwa		sg		sg
barasa		UNK		sg
meM		sg		UNK
laKanaU		UNK		sg
-		sg		UNK
xuXavA		sg		sg
-		sg		UNK
kataranIGAta		UNK		sg
paryatana		UNK		sg
sarkita		UNK		sg
ka		any		UNK
alAvA		pl		UNK
kaI		sg		UNK
anya		sg		any
sWalana		UNK		sg
ke		any		sg
vikAsa		sg		sg
KAwira		sg		UNK
viwwIya		sg		any
sahAyawA		sg		sg
xeve		sg		sg
ka		sg		UNK
PEsalA		sg		sg
kaila		UNK		sg
gaila		sg		sg
ha		UNK		sg
.		any		UNK
rAjya		sg		sg
meM		pl		UNK
XArmika		pl		any
paryatana		UNK		sg
ke		sg		sg
saMBAvanana		UNK		sg
ke		UNK		UNK
xeKawe		pl		sg
BI		pl		UNK
kewanA		UNK		sg
yojanA		UNK		sg
ha		sg		sg
.		sg		UNK
para		UNK		UNK
rAjya		UNK		sg
sarakAra		sg		sg
aba		UNK		UNK
waka		UNK		UNK
ekarA		sg		sg
bAre		sg		UNK
meM		UNK		UNK
kOno		sg		UNK
praswAva		sg		sg
nAhIM		UNK		UNK
Bejala		any		sg
ha		sg		any
.		sg		UNK
keMxrIya		sg		any
paryatana		sg		sg
rAjya		sg		sg
maMwrI		UNK		sg
reNukA		UNK		sg
cOXarI		UNK		sg
ka		sg		UNK
muwAbika		sg		UNK
,		sg		UNK
paryatana		sg		sg
ka		any		UNK
vikAsa		sg		sg
ke		sg		sg
muKya		sg		any
jimmexArI		sg		sg
rAjya		sg		sg
sarakAra		UNK		sg
ke		UNK		sg
hE		sg		sg
.		sg		UNK
lekina		sg		UNK
keMxra		UNK		sg
rAjya		sg		sg
sarakAra		UNK		sg
se		sg		UNK
salAha		any		sg
-		pl		UNK
maSavirA		sg		sg
kara		pl		any
unake		sg		sg
paryatana		sg		sg
sWalana		UNK		sg
ke		any		sg
vikAsa		sg		sg
KAwira		any		UNK
ArWika		any		any
sahAyawA		UNK		sg
muhEyA		any		sg
karAye		sg		sg
KAwira		UNK		UNK
wEyAra		sg		any
ha		UNK		any
.		any		UNK
rAjya		UNK		sg
meM		any		UNK
GarelU		pl		sg
aura		sg		UNK
vixeSI		sg		any
paryatakoM		UNK		pl
ke		UNK		sg
saMKyA		sg		sg
meM		sg		UNK
lagAwAra		sg		UNK
ijAPA		sg		sg
ho		UNK		sg
rahala		any		sg
ha		pl		sg
.		sg		UNK
keMxrIya		sg		any
maMwrAlaya		UNK		sg
i		any		UNK
ijAPA		UNK		sg
ke		any		sg
lekara		UNK		any
kAPI		sg		UNK
uwsAhiwa		sg		sg
.		any		UNK
gAMva		sg		sg
moraKedZI		sg		sg
ka		UNK		UNK
rAjakIya		any		any
prAimarI		pl		sg
skUla		any		sg
se		any		UNK
xu		any		sg
juvaka		sg		sg
eka		sg		any
Caha		sg		any
varRIya		any		any
baccA		pl		sg
ka		pl		UNK
apaharana		UNK		sg
kara		sg		sg
le		sg		sg
gailana		sg		sg
.		sg		UNK
pulisa		UNK		sg
ASaMkA		pl		sg
jawaile		sg		pl
ha		pl		any
ki		UNK		UNK
apaharanakarawA		pl		sg
gAMva		pl		sg
ke		pl		pl
_NULL_		UNK		any
ho		UNK		sg
sakawe		sg		pl
hEM		UNK		pl
.		sg		UNK
ohijA		sg		sg
rohawaka		any		sg
se		sg		UNK
pulisa		sg		sg
ke		any		sg
viSeRa		pl		any
tIma		UNK		sg
skUla		sg		sg
jAkara		sg		any
aXyApakana		UNK		sg
se		sg		UNK
pUCawACa		sg		sg
kaila		UNK		sg
.		sg		UNK
xera		UNK		sg
SAma		UNK		sg
waka		UNK		UNK
baccavA		sg		sg
ka		sg		UNK
bAre		UNK		UNK
meM		sg		UNK
kavano		sg		sg
surAga		UNK		sg
nAhIM		sg		UNK
milala		sg		sg
rahala		sg		sg
.		sg		UNK
kaMsAlA		sg		sg
pulisa		sg		sg
cOkI		sg		sg
sarapaMca		UNK		sg
jayasiMha		sg		sg
ka		any		UNK
bayAna		sg		sg
para		sg		UNK
SikAyawa		sg		sg
xarja		UNK		any
kara		sg		sg
lehale		sg		sg
ha		UNK		any
.		UNK		UNK
pulisa		any		sg
vAraxAwa		sg		sg
ke		sg		UNK
vajaha		sg		sg
ApasI		UNK		any
raMjiSa		UNK		sg
bawaile		sg		sg
ha		sg		any
,		sg		UNK
lekina		sg		UNK
ese		sg		sg
inakAra		sg		sg
kailana		sg		sg
ha		UNK		any
.		UNK		UNK
bawAvala		sg		sg
jAwa		sg		sg
ha		sg		any
ki		any		UNK
_NULL_		any		sg
buXavAra		any		sg
xopahara		sg		sg
gAMva		UNK		sg
sWiwa		sg		any
rAjakIya		sg		any
prAimarI		UNK		sg
skUla		sg		sg
meM		sg		UNK
pahalI		any		sg
kakRA		any		sg
meM		sg		UNK
paDZe		sg		sg
vAlA		sg		sg
Caha		sg		any
varRIya		sg		any
vikkI		sg		sg
puwra		any		sg
bijeMxra		sg		sg
wIsarI		UNK		sg
kakRA		sg		sg
ka		sg		UNK
eka		UNK		any
CAwra		sg		sg
ke		sg		UNK
sAWa		UNK		sg
skUla		sg		sg
se		UNK		UNK
bAhara		any		sg
Aila		any		sg
wa		pl		UNK
pahile		sg		sg
se		UNK		UNK
mOjUxa		any		any
xu		sg		sg
yuvaka		sg		sg
vikkI		UNK		sg
ke		any		pl
uTAkara		any		any
kavanoM		pl		pl
vAhana		pl		sg
meM		UNK		UNK
lekara		sg		any
ParAra		sg		any
ho		sg		sg
gailana		sg		sg
.		sg		UNK
GatanA		sg		sg
ke		UNK		sg
pawA		any		sg
vo		sg		sg
vakwa		sg		sg
lagala		UNK		sg
jaba		sg		UNK
ukwa		UNK		any
CAwra		any		sg
aXyApaka		pl		sg
se		sg		UNK
bawavalasa		UNK		sg
ki		any		UNK
xo		pl		any
ladZake		pl		sg
vikkI		UNK		sg
ke		sg		UNK
lekara		UNK		any
BAga		sg		sg
gailana		UNK		sg
.		any		UNK
skUla		sg		sg
meM		sg		UNK
GatanA		sg		sg
ka		UNK		UNK
lekara		sg		any
hadZakaMpa		sg		sg
maca		sg		sg
gaila		sg		sg
.		sg		UNK
skUla		sg		sg
prAcArya		sg		sg
GatanA		sg		sg
ke		sg		sg
sUcanA		UNK		sg
gAMva		sg		sg
ke		pl		sg
sarapaMca		pl		sg
jayasiMha		UNK		sg
va		sg		UNK
bacce		UNK		sg
ke		sg		sg
parijanana		sg		sg
ke		sg		sg
xehalana		sg		sg
.		sg		UNK
vikkI		UNK		sg
ke		sg		sg
ke		UNK		UNK
Kabara		sg		UNK
gAMva		sg		sg
meM		UNK		UNK
Aga		pl		sg
ke		pl		sg
waraha		sg		sg
PEla		UNK		sg
gaIla		any		sg
Ora		sg		UNK
xarjanana		pl		sg
grAmINa		UNK		any
sarapaMca		sg		sg
ke		sg		sg
lekara		sg		any
skUla		UNK		sg
pahuMlana		UNK		sg
.		pl		UNK
sarapaMca		UNK		sg
jayasiMha		pl		sg
i		UNK		UNK
bAre		sg		UNK
meM		sg		UNK
aXyApakana		UNK		sg
va		sg		UNK
bacvana		sg		sg
se		pl		UNK
bAwacIwa		sg		sg
kailana		sg		sg
.		sg		UNK
okarA		UNK		sg
bAxa		pl		sg
grAmINa		pl		any
vikkI		UNK		sg
ke		UNK		UNK
walASa		pl		sg
KAwira		pl		UNK
nikala		pl		sg
padZale		UNK		sg
waWA		sg		UNK
kuCa		sg		UNK
grAmINa		sg		any
okarA		pl		sg
parijana		UNK		sg
sahiwa		sg		UNK
kaMsAlA		UNK		sg
pulisa		sg		sg
cOkI		UNK		sg
pahuMcalana		any		sg
aura		sg		sg
pulisa		UNK		sg
ke		sg		sg
GatanA		sg		sg
se		sg		UNK
avagawa		sg		any
karailana		UNK		sg
.		sg		UNK
apaharana		sg		sg
ka		any		UNK
sUcanA		pl		sg
milawa		sg		any
hI		sg		UNK
pulisa		sg		sg
nAkebaMxI		sg		sg
kara		sg		any
vAhanana		sg		sg
ke		UNK		sg
jAMca		sg		sg
padZawAla		sg		sg
SurU		UNK		sg
kara		sg		sg
xehalasa		sg		sg
.		sg		UNK
e		sg		sg
saMbaMXa		sg		sg
meM		sg		UNK
kaMsAlA		sg		sg
pulisa		UNK		sg
cOkI		sg		sg
sarapaMca		any		sg
jayasiMha		sg		sg
ka		sg		UNK
bayAna		sg		sg
para		UNK		UNK
SikAyawa		pl		sg
xarja		UNK		any
kara		sg		sg
lehale		sg		sg
ha		UNK		any
.		sg		UNK
grAmInana		sg		sg
meM		sg		UNK
roRa		UNK		sg
ha		sg		any
ki		any		UNK
pulisa		any		sg
i		UNK		UNK
mAmalA		sg		sg
meM		sg		UNK
kesa		sg		sg
xarja		sg		any
kare		UNK		sg
meM		UNK		UNK
AnAkAnI		sg		sg
kara		sg		sg
rahala		sg		sg
ha		sg		any
.		sg		UNK
ohijA		sg		sg
buXavAra		sg		sg
SAma		sg		sg
PiMgara		UNK		sg
priMta		any		sg
viSeRajFa		sg		sg
suxarSanA		sg		sg
ka		sg		UNK
newqwva		UNK		sg
meM		sg		UNK
eka		pl		any
tIma		UNK		sg
skUla		sg		sg
pahuMcala		sg		sg
.		UNK		UNK
tIma		any		sg
aXyApana		sg		sg
se		UNK		UNK
pUCawACa		sg		sg
kaila		sg		sg
.		sg		UNK
XArmika		UNK		any
aXAra		UNK		sg
para		UNK		UNK
ArakRaNa		sg		sg
ke		sg		sg
mAMga		UNK		sg
ka		sg		UNK
viroXa		sg		sg
meM		UNK		UNK
vihipa		sg		sg
kahalasa		sg		sg
ki		UNK		UNK
ehase		sg		any
alagAvavAxa		any		sg
ke		UNK		UNK
baDZAvA		sg		sg
mili		sg		sg
.		sg		UNK
samAja		UNK		sg
eka		sg		any
aura		sg		sg
viBAjana		UNK		sg
ka		sg		UNK
kagAra		sg		sg
para		UNK		UNK
pahuMca		sg		sg
jAi		UNK		sg
.		sg		UNK
vihipa		sg		sg
ravivAra		UNK		sg
ke		sg		sg
keMxra		sg		sg
aura		sg		sg
rAjya		UNK		sg
sarakAra		pl		sg
ke		sg		UNK
nasIhawa		sg		sg
xewa		pl		any
kahalana		pl		sg
ki		UNK		UNK
u		sg		any
i		UNK		UNK
waraha		any		sg
ke		UNK		sg
mAMgana		UNK		sg
para		sg		UNK
XyAna		sg		sg
na		sg		UNK
xeM		sg		sg
.		sg		UNK
ohijA		pl		sg
PAyara		UNK		sg
brAMda		any		sg
newA		UNK		sg
aSoka		sg		sg
siMGalo		UNK		sg
maTAXISana		sg		sg
aura		UNK		sg
XArmika		any		sg
se		sg		UNK
jAwivAxa		sg		sg
Ora		sg		UNK
CuACUwa		UNK		sg
ke		sg		sg
Kawma		sg		any
kare		sg		sg
ke		sg		sg
apIla		any		sg
kailana		any		sg
.		sg		UNK
viSva		sg		sg
hiMxU		sg		sg
pariRaxa		sg		sg
ka		sg		UNK
xu		UNK		any
xivasIya		sg		any
kAryakrama		UNK		sg
ka		any		UNK
samApana		sg		sg
ke		any		sg
mOkA		any		sg
para		any		UNK
ravivAra		sg		sg
ke		UNK		sg
eka		sg		any
praswAva		sg		sg
pAriwa		sg		any
kara		UNK		any
XArmika		sg		any
aXAra		sg		sg
para		sg		UNK
ArakRaNa		sg		sg
ke		UNK		sg
mAMga		sg		sg
para		sg		UNK
kadZA		UNK		sg
viroXa		sg		sg
jawAvala		sg		sg
gaila		UNK		sg
.		any		UNK
vihipa		UNK		sg
kahala		sg		sg
ki		sg		UNK
ehase		sg		sg
samAja		UNK		sg
meM		sg		UNK
eka		UNK		any
aura		sg		sg
viBAjana		UNK		sg
ho		sg		sg
jAi		sg		sg
.		UNK		UNK
praswAva		any		sg
meM		sg		UNK
i		sg		UNK
BI		UNK		UNK
kahala		sg		sg
gaila		sg		sg
ki		pl		UNK
alpasaMKya		UNK		any
SikRaNa		sg		sg
saMsWAna		any		sg
Ora		UNK		UNK
hiMxU		any		sg
SikRaNa		pl		sg
saMsWAnana		UNK		sg
ka		any		UNK
bIca		any		sg
kAnUnI		sg		any
aura		any		sg
saMvEXAnika		UNK		any
asamAnawAvana		sg		sg
ke		UNK		sg
Kawma		sg		UNK
kaila		any		sg
jAila		sg		sg
cAhi		sg		sg
.		sg		UNK
ekarA		sg		sg
lie		sg		UNK
vihipa		UNK		sg
samAna		sg		sg
SikRaNa		sg		sg
kAnUna		sg		sg
ka		UNK		UNK
vakAlawa		sg		sg
kaila		sg		sg
.		UNK		UNK
elAyaMsa		any		sg
eyara		sg		sg
boiga		UNK		sg
-		UNK		UNK
737		sg		any
vimAna		sg		sg
ke		any		sg
wakanIkI		any		any
KarAbI		sg		sg
ka		UNK		UNK
kArana		any		sg
Cawrapawi		sg		sg
SivAjI		UNK		sg
aMwarrARtrIya		UNK		any
havAI		any		sg
ad		sg		sg
para		sg		UNK
imarajeMsI		UNK		sg
lEMdiMga		sg		sg
ke		UNK		UNK
wahawa		any		UNK
surakRiwa		pl		any
uwArala		any		sg
gaila		pl		sg
.		UNK		UNK
vimAna		sg		sg
meM		pl		UNK
55		UNK		any
yAwrI		UNK		sg
savAra		sg		sg
rahalana		UNK		sg
.		sg		UNK
eyaraporta		UNK		sg
aXikAriyana		sg		sg
ka		UNK		UNK
anusAra		sg		UNK
vimAna		UNK		sg
(		sg		UNK
sIdI		sg		sg
-		sg		UNK
7130		UNK		sg
