Word		Original_feature		Predicted_feature
muKya		o		o
jimmexArI		d		d
rAjya		UNK		d
sarakAra		UNK		o
ke		UNK		UNK
hE		d		UNK
.		d		UNK
lekina		o		UNK
keMxra		UNK		d
rAjya		d		d
sarakAra		UNK		o
se		d		UNK
salAha		UNK		d
-		o		UNK
maSavirA		d		d
kara		o		UNK
unake		o		o
paryatana		o		d
sWalana		UNK		o
ke		d		o
vikAsa		d		d
KAwira		UNK		UNK
ArWika		o		d
sahAyawA		UNK		d
muhEyA		UNK		UNK
karAye		UNK		UNK
KAwira		UNK		UNK
wEyAra		o		UNK
ha		UNK		UNK
.		o		UNK
rAjya		UNK		o
meM		o		UNK
GarelU		o		d
aura		o		UNK
vixeSI		o		o
paryatakoM		UNK		o
ke		UNK		o
saMKyA		d		o
meM		UNK		UNK
lagAwAra		UNK		UNK
ijAPA		UNK		d
ho		UNK		UNK
rahala		d		UNK
ha		d		UNK
.		o		UNK
keMxrIya		o		o
maMwrAlaya		UNK		d
i		UNK		UNK
ijAPA		UNK		o
ke		UNK		o
lekara		UNK		UNK
kAPI		d		UNK
uwsAhiwa		o		d
.		o		UNK
gAMva		d		d
moraKedZI		o		o
ka		UNK		UNK
rAjakIya		any		o
prAimarI		d		o
skUla		any		o
se		any		UNK
xu		o		d
juvaka		o		d
eka		d		any
Caha		d		any
varRIya		UNK		o
baccA		UNK		o
ka		UNK		UNK
apaharana		UNK		d
kara		o		UNK
le		d		UNK
gailana		UNK		o
.		UNK		UNK
pulisa		UNK		d
ASaMkA		d		d
jawaile		o		d
ha		d		UNK
ki		UNK		UNK
apaharanakarawA		UNK		d
gAMva		UNK		o
ke		UNK		d
_NULL_		UNK		UNK
ho		UNK		UNK
sakawe		o		UNK
hEM		UNK		UNK
.		o		UNK
ohijA		o		o
rohawaka		o		o
se		o		UNK
pulisa		o		o
ke		UNK		o
viSeRa		o		o
tIma		UNK		d
skUla		d		d
jAkara		UNK		UNK
aXyApakana		UNK		o
se		d		UNK
pUCawACa		o		d
kaila		UNK		UNK
.		o		UNK
xera		UNK		d
SAma		UNK		o
waka		UNK		UNK
baccavA		d		o
ka		d		UNK
bAre		UNK		UNK
meM		UNK		UNK
kavano		UNK		d
surAga		UNK		d
nAhIM		d		d
milala		d		UNK
rahala		o		UNK
.		d		UNK
kaMsAlA		o		d
pulisa		o		d
cOkI		o		d
sarapaMca		UNK		d
jayasiMha		d		o
ka		UNK		UNK
bayAna		UNK		o
para		UNK		UNK
SikAyawa		UNK		d
xarja		UNK		UNK
kara		o		UNK
lehale		o		UNK
ha		o		UNK
.		o		UNK
pulisa		d		d
vAraxAwa		d		o
ke		UNK		UNK
vajaha		UNK		d
ApasI		UNK		o
raMjiSa		UNK		d
bawaile		o		d
ha		d		UNK
,		UNK		UNK
lekina		UNK		UNK
ese		UNK		o
inakAra		UNK		d
kailana		UNK		d
ha		UNK		UNK
.		UNK		UNK
bawAvala		d		d
jAwa		d		d
ha		d		UNK
ki		o		UNK
_NULL_		o		d
buXavAra		o		d
xopahara		o		d
gAMva		UNK		d
sWiwa		o		o
rAjakIya		o		o
prAimarI		UNK		o
skUla		o		o
meM		d		UNK
pahalI		any		d
kakRA		d		o
meM		d		UNK
paDZe		d		UNK
vAlA		d		d
Caha		o		any
varRIya		o		o
vikkI		o		d
puwra		any		d
bijeMxra		o		d
wIsarI		UNK		o
kakRA		d		o
ka		o		UNK
eka		UNK		any
CAwra		d		o
ke		UNK		UNK
sAWa		UNK		d
skUla		o		o
se		UNK		UNK
bAhara		d		d
Aila		any		d
wa		d		UNK
pahile		o		o
se		UNK		UNK
mOjUxa		UNK		UNK
xu		o		o
yuvaka		o		d
vikkI		UNK		o
ke		UNK		o
uTAkara		UNK		UNK
kavanoM		UNK		o
vAhana		UNK		o
meM		UNK		UNK
lekara		o		UNK
ParAra		d		UNK
ho		d		UNK
gailana		o		o
.		d		UNK
GatanA		UNK		o
ke		UNK		o
pawA		o		d
vo		o		d
vakwa		o		d
lagala		UNK		d
jaba		UNK		d
ukwa		UNK		o
CAwra		any		o
aXyApaka		d		o
se		o		UNK
bawavalasa		UNK		o
ki		UNK		UNK
xo		UNK		any
ladZake		UNK		UNK
vikkI		UNK		o
ke		o		d
lekara		UNK		UNK
BAga		o		d
gailana		UNK		o
.		UNK		UNK
skUla		d		o
meM		UNK		UNK
GatanA		UNK		o
ka		UNK		UNK
lekara		d		UNK
hadZakaMpa		o		d
maca		o		d
gaila		d		UNK
.		d		UNK
skUla		o		d
prAcArya		o		d
GatanA		o		o
ke		o		o
sUcanA		UNK		d
gAMva		o		o
ke		o		o
sarapaMca		o		d
jayasiMha		UNK		o
va		UNK		UNK
bacce		UNK		o
ke		o		o
parijanana		o		o
ke		d		o
xehalana		d		d
.		o		UNK
vikkI		UNK		o
ke		o		o
ke		o		o
Kabara		UNK		UNK
gAMva		UNK		o
meM		UNK		UNK
Aga		d		o
ke		d		o
waraha		o		d
PEla		UNK		d
gaIla		UNK		o
Ora		d		UNK
xarjanana		UNK		d
grAmINa		UNK		o
sarapaMca		d		o
ke		o		o
lekara		o		UNK
skUla		UNK		d
pahuMlana		UNK		o
.		o		UNK
sarapaMca		UNK		d
jayasiMha		o		d
i		UNK		UNK
bAre		d		UNK
meM		UNK		UNK
aXyApakana		UNK		d
va		o		UNK
bacvana		d		o
se		d		UNK
bAwacIwa		o		d
kailana		o		o
.		o		UNK
okarA		UNK		d
bAxa		UNK		d
grAmINa		UNK		o
vikkI		UNK		o
ke		UNK		o
walASa		d		d
KAwira		o		UNK
nikala		o		d
padZale		UNK		UNK
waWA		d		UNK
kuCa		d		UNK
grAmINa		d		UNK
okarA		UNK		UNK
parijana		UNK		d
sahiwa		o		UNK
kaMsAlA		UNK		d
pulisa		o		d
cOkI		UNK		d
pahuMcalana		UNK		d
aura		UNK		UNK
pulisa		UNK		o
ke		o		o
GatanA		d		o
se		d		UNK
avagawa		UNK		UNK
karailana		UNK		o
.		o		UNK
apaharana		d		o
ka		UNK		UNK
sUcanA		o		d
milawa		d		UNK
hI		d		UNK
pulisa		d		d
nAkebaMxI		d		d
kara		UNK		UNK
vAhanana		UNK		o
ke		UNK		o
jAMca		o		d
padZawAla		o		d
SurU		UNK		d
kara		d		UNK
xehalasa		d		d
.		o		UNK
e		d		o
saMbaMXa		o		o
meM		o		UNK
kaMsAlA		o		d
pulisa		UNK		d
cOkI		d		d
sarapaMca		UNK		d
jayasiMha		UNK		o
ka		UNK		UNK
bayAna		UNK		o
para		UNK		UNK
SikAyawa		o		d
xarja		UNK		UNK
kara		d		UNK
lehale		UNK		UNK
ha		UNK		UNK
.		d		UNK
grAmInana		o		o
meM		o		UNK
roRa		UNK		d
ha		d		UNK
ki		UNK		UNK
pulisa		o		d
i		UNK		UNK
mAmalA		d		o
meM		UNK		UNK
kesa		UNK		d
xarja		UNK		UNK
kare		UNK		o
meM		UNK		UNK
AnAkAnI		d		d
kara		d		UNK
rahala		d		UNK
ha		d		UNK
.		d		UNK
ohijA		o		d
buXavAra		o		d
SAma		o		d
PiMgara		UNK		d
priMta		any		d
viSeRajFa		d		d
suxarSanA		d		o
ka		UNK		UNK
newqwva		UNK		o
meM		o		UNK
eka		o		any
tIma		UNK		d
skUla		d		d
pahuMcala		UNK		UNK
.		UNK		UNK
tIma		o		d
aXyApana		o		o
se		UNK		UNK
pUCawACa		o		d
kaila		o		UNK
.		o		UNK
XArmika		o		o
aXAra		o		o
para		UNK		UNK
ArakRaNa		o		o
ke		UNK		o
mAMga		UNK		o
ka		o		UNK
viroXa		o		o
meM		UNK		UNK
vihipa		d		d
kahalasa		UNK		o
ki		UNK		UNK
ehase		d		o
alagAvavAxa		any		o
ke		UNK		o
baDZAvA		o		d
mili		o		o
.		o		UNK
samAja		UNK		d
eka		UNK		any
aura		UNK		d
viBAjana		UNK		o
ka		o		UNK
kagAra		o		o
para		UNK		UNK
pahuMca		o		UNK
jAi		UNK		UNK
.		d		UNK
vihipa		o		d
ravivAra		UNK		o
ke		d		o
keMxra		UNK		d
aura		UNK		d
rAjya		UNK		d
sarakAra		d		o
ke		o		UNK
nasIhawa		o		d
xewa		o		d
kahalana		o		d
ki		UNK		UNK
u		d		d
i		UNK		UNK
waraha		UNK		o
ke		UNK		o
mAMgana		UNK		o
para		d		UNK
XyAna		d		d
na		o		UNK
xeM		d		UNK
.		o		UNK
ohijA		o		d
PAyara		UNK		d
brAMda		o		d
newA		UNK		d
aSoka		o		d
siMGalo		UNK		d
maTAXISana		o		d
aura		UNK		d
XArmika		UNK		o
se		d		UNK
jAwivAxa		d		o
Ora		UNK		UNK
CuACUwa		UNK		o
ke		d		o
Kawma		d		UNK
kare		o		o
ke		o		o
apIla		any		d
kailana		o		o
.		o		UNK
viSva		o		d
hiMxU		o		d
pariRaxa		o		o
ka		o		UNK
xu		UNK		any
xivasIya		o		o
kAryakrama		UNK		o
ka		any		UNK
samApana		d		o
ke		UNK		o
mOkA		UNK		o
para		o		UNK
ravivAra		o		o
ke		UNK		o
eka		o		any
praswAva		o		d
pAriwa		o		UNK
kara		UNK		UNK
XArmika		d		o
aXAra		d		o
para		UNK		UNK
ArakRaNa		UNK		o
ke		UNK		o
mAMga		o		o
para		UNK		UNK
kadZA		UNK		d
viroXa		o		d
jawAvala		o		d
gaila		UNK		UNK
.		any		UNK
vihipa		UNK		d
kahala		d		o
ki		UNK		UNK
ehase		UNK		o
samAja		UNK		o
meM		o		UNK
eka		UNK		any
aura		d		d
viBAjana		UNK		d
ho		UNK		UNK
jAi		UNK		UNK
.		UNK		UNK
praswAva		d		o
meM		d		UNK
i		d		UNK
BI		UNK		UNK
kahala		d		d
gaila		d		UNK
ki		o		UNK
alpasaMKya		UNK		d
SikRaNa		d		d
saMsWAna		o		o
Ora		UNK		UNK
hiMxU		o		d
SikRaNa		o		d
saMsWAnana		UNK		o
ka		UNK		UNK
bIca		UNK		d
kAnUnI		UNK		o
aura		UNK		d
saMvEXAnika		UNK		o
asamAnawAvana		o		o
ke		UNK		o
Kawma		o		UNK
kaila		o		d
jAila		d		d
cAhi		o		d
.		d		UNK
ekarA		d		UNK
lie		UNK		UNK
vihipa		UNK		d
samAna		d		d
SikRaNa		d		d
kAnUna		d		o
ka		UNK		UNK
vakAlawa		d		d
kaila		o		UNK
.		UNK		UNK
elAyaMsa		o		d
eyara		o		d
boiga		o		d
-		o		UNK
737		d		d
vimAna		d		o
ke		d		o
wakanIkI		d		o
KarAbI		o		o
ka		UNK		UNK
kArana		o		d
Cawrapawi		o		d
SivAjI		UNK		d
aMwarrARtrIya		UNK		o
havAI		UNK		o
ad		UNK		o
para		UNK		UNK
imarajeMsI		UNK		o
lEMdiMga		o		o
ke		UNK		UNK
wahawa		any		UNK
surakRiwa		d		UNK
uwArala		UNK		d
gaila		UNK		UNK
.		UNK		UNK
vimAna		d		o
meM		o		UNK
55		o		any
yAwrI		o		d
savAra		o		d
rahalana		UNK		d
.		d		UNK
eyaraporta		UNK		d
aXikAriyana		o		o
ka		UNK		UNK
anusAra		o		UNK
vimAna		UNK		o
(		d		UNK
sIdI		UNK		d
-		UNK		UNK
7130		UNK		o
