Word		Original_feature		Predicted_feature
sahAyawA		0		0
xeve		yA		0
ka		yA1		UNK
PEsalA		hE		0
kaila		UNK		0
gaila		0		0
ha		UNK		0
.		UNK		UNK
rAjya		0		0
meM		UNK		UNK
XArmika		0		UNK
paryatana		UNK		0
ke		wA		UNK
saMBAvanana		UNK		0
ke		UNK		UNK
xeKawe		0		wA
BI		hE		UNK
kewanA		UNK		0
yojanA		UNK		0
ha		0		0
.		0		UNK
para		UNK		UNK
rAjya		UNK		0
sarakAra		0		0
aba		UNK		UNK
waka		UNK		UNK
ekarA		0		0
bAre		0		UNK
meM		UNK		UNK
kOno		yA		UNK
praswAva		hE		0
nAhIM		UNK		UNK
Bejala		UNK		0
ha		0		0
.		0		UNK
keMxrIya		0		UNK
paryatana		0		0
rAjya		0		0
maMwrI		UNK		0
reNukA		UNK		0
cOXarI		UNK		0
ka		0		UNK
muwAbika		UNK		UNK
,		0		UNK
paryatana		UNK		0
ka		UNK		UNK
vikAsa		0		0
ke		0		UNK
muKya		0		UNK
jimmexArI		UNK		0
rAjya		hE		0
sarakAra		UNK		0
ke		UNK		UNK
hE		0		hE
.		0		UNK
lekina		0		UNK
keMxra		UNK		0
rAjya		0		0
sarakAra		UNK		0
se		0		UNK
salAha		0		0
-		ko		UNK
maSavirA		0		0
kara		0		0
unake		UNK		kA
paryatana		0		0
sWalana		UNK		0
ke		UNK		UNK
vikAsa		0		0
KAwira		UNK		UNK
ArWika		nA		UNK
sahAyawA		UNK		0
muhEyA		UNK		UNK
karAye		hE		nA
KAwira		UNK		UNK
wEyAra		0		UNK
ha		UNK		0
.		UNK		UNK
rAjya		UNK		0
meM		UNK		UNK
GarelU		0		0
aura		UNK		UNK
vixeSI		0		UNK
paryatakoM		UNK		0
ke		UNK		UNK
saMKyA		0		0
meM		0		UNK
lagAwAra		yA		UNK
ijAPA		hE		0
ho		UNK		0
rahala		UNK		0
ha		0		0
.		UNK		UNK
keMxrIya		0		UNK
maMwrAlaya		UNK		0
i		kara		UNK
ijAPA		UNK		0
ke		UNK		UNK
lekara		UNK		kara
kAPI		0		UNK
uwsAhiwa		0		0
.		UNK		UNK
gAMva		0		0
moraKedZI		0		0
ka		UNK		UNK
rAjakIya		UNK		UNK
prAimarI		0		0
skUla		UNK		0
se		UNK		UNK
xu		UNK		0
juvaka		0		0
eka		UNK		UNK
Caha		0		UNK
varRIya		0		UNK
baccA		0		0
ka		yA1		UNK
apaharana		UNK		0
kara		0		0
le		0		0
gailana		yA		0
.		hE		UNK
pulisa		UNK		0
ASaMkA		0		0
jawaile		0		0
ha		UNK		0
ki		UNK		UNK
apaharanakarawA		0		0
gAMva		wA		0
ke		hE		UNK
_NULL_		UNK		UNK
ho		UNK		0
sakawe		0		wA
hEM		UNK		hE
.		0		UNK
ohijA		UNK		0
rohawaka		UNK		0
se		0		UNK
pulisa		0		0
ke		kara		UNK
viSeRa		0		UNK
tIma		UNK		0
skUla		0		0
jAkara		yA		kara
aXyApakana		UNK		0
se		0		UNK
pUCawACa		0		0
kaila		UNK		yA
.		0		UNK
xera		UNK		0
SAma		UNK		0
waka		UNK		UNK
baccavA		0		0
ka		0		UNK
bAre		UNK		UNK
meM		yA		UNK
kavano		WA		0
surAga		UNK		0
nAhIM		0		UNK
milala		0		0
rahala		0		yA
.		0		UNK
kaMsAlA		0		0
pulisa		UNK		0
cOkI		0		0
sarapaMca		UNK		0
jayasiMha		0		0
ka		UNK		UNK
bayAna		0		0
para		yA		UNK
SikAyawa		hE		0
xarja		UNK		UNK
kara		0		0
lehale		0		yA
ha		UNK		0
.		UNK		UNK
pulisa		UNK		0
vAraxAwa		0		0
ke		yA		UNK
vajaha		hE		UNK
ApasI		UNK		UNK
raMjiSa		UNK		0
bawaile		se		0
ha		0		0
,		yA		UNK
lekina		hE		UNK
ese		yA		ko
inakAra		wA		0
kailana		hE		0
ha		UNK		0
.		UNK		UNK
bawAvala		0		0
jAwa		0		0
ha		0		0
ki		UNK		UNK
_NULL_		UNK		UNK
buXavAra		UNK		0
xopahara		0		0
gAMva		UNK		0
sWiwa		UNK		UNK
rAjakIya		0		UNK
prAimarI		UNK		0
skUla		nA		0
meM		UNK		UNK
pahalI		UNK		UNK
kakRA		UNK		0
meM		0		UNK
paDZe		0		yA
vAlA		0		UNK
Caha		UNK		UNK
varRIya		0		UNK
vikkI		UNK		0
puwra		UNK		0
bijeMxra		0		0
wIsarI		UNK		UNK
kakRA		UNK		0
ka		0		UNK
eka		UNK		UNK
CAwra		UNK		0
ke		yA		UNK
sAWa		UNK		UNK
skUla		UNK		0
se		UNK		UNK
bAhara		UNK		0
Aila		UNK		0
wa		0		UNK
pahile		0		UNK
se		UNK		UNK
mOjUxa		kara		UNK
xu		0		0
yuvaka		0		0
vikkI		UNK		0
ke		kara		UNK
uTAkara		UNK		kara
kavanoM		0		0
vAhana		yA1		0
meM		UNK		UNK
lekara		0		kara
ParAra		UNK		UNK
ho		0		0
gailana		UNK		0
.		0		UNK
GatanA		yA		0
ke		UNK		UNK
pawA		UNK		0
vo		0		0
vakwa		0		0
lagala		UNK		0
jaba		yA		UNK
ukwa		UNK		UNK
CAwra		UNK		0
aXyApaka		0		0
se		0		UNK
bawavalasa		UNK		0
ki		kara		UNK
xo		0		UNK
ladZake		yA1		UNK
vikkI		UNK		0
ke		0		UNK
lekara		UNK		kara
BAga		0		0
gailana		UNK		0
.		kara		UNK
skUla		0		0
meM		0		UNK
GatanA		yA1		0
ka		UNK		UNK
lekara		0		kara
hadZakaMpa		0		0
maca		0		0
gaila		UNK		yA
.		0		UNK
skUla		0		0
prAcArya		UNK		0
GatanA		0		0
ke		0		UNK
sUcanA		UNK		0
gAMva		0		0
ke		UNK		UNK
sarapaMca		0		0
jayasiMha		UNK		0
va		yA		UNK
bacce		UNK		0
ke		0		UNK
parijanana		UNK		0
ke		UNK		UNK
xehalana		0		0
.		0		UNK
vikkI		UNK		0
ke		0		UNK
ke		UNK		UNK
Kabara		0		UNK
gAMva		yA1		0
meM		UNK		UNK
Aga		0		0
ke		0		UNK
waraha		0		UNK
PEla		UNK		0
gaIla		kara		0
Ora		0		UNK
xarjanana		yA		0
grAmINa		UNK		UNK
sarapaMca		0		0
ke		0		UNK
lekara		0		kara
skUla		UNK		0
pahuMlana		UNK		0
.		0		UNK
sarapaMca		UNK		0
jayasiMha		0		0
i		UNK		UNK
bAre		0		UNK
meM		yA		UNK
aXyApakana		UNK		0
va		ke		UNK
bacvana		UNK		0
se		0		UNK
bAwacIwa		0		0
kailana		UNK		0
.		0		UNK
okarA		UNK		0
bAxa		0		UNK
grAmINa		yA		UNK
vikkI		UNK		0
ke		UNK		UNK
walASa		0		UNK
KAwira		kA		UNK
nikala		0		0
padZale		UNK		yA
waWA		0		UNK
kuCa		0		UNK
grAmINa		0		UNK
okarA		yA		0
parijana		UNK		0
sahiwa		0		UNK
kaMsAlA		UNK		0
pulisa		0		0
cOkI		UNK		0
pahuMcalana		UNK		0
aura		yA		UNK
pulisa		UNK		0
ke		0		UNK
GatanA		UNK		0
se		0		UNK
avagawa		wA		UNK
karailana		UNK		0
.		0		UNK
apaharana		0		0
ka		0		UNK
sUcanA		0		0
milawa		UNK		UNK
hI		0		UNK
pulisa		0		0
nAkebaMxI		0		UNK
kara		0		0
vAhanana		yA		0
ke		UNK		UNK
jAMca		UNK		0
padZawAla		0		0
SurU		UNK		0
kara		0		0
xehalasa		0		0
.		0		UNK
e		0		UNK
saMbaMXa		0		0
meM		UNK		UNK
kaMsAlA		0		0
pulisa		UNK		0
cOkI		0		0
sarapaMca		UNK		0
jayasiMha		0		0
ka		yA		UNK
bayAna		hE		0
para		UNK		UNK
SikAyawa		0		0
xarja		UNK		UNK
kara		0		0
lehale		hE		yA
ha		UNK		0
.		0		UNK
grAmInana		UNK		0
meM		0		UNK
roRa		UNK		0
ha		0		0
ki		UNK		UNK
pulisa		nA		0
i		UNK		UNK
mAmalA		0		0
meM		0		UNK
kesa		yA		0
xarja		hE		UNK
kare		UNK		0
meM		UNK		UNK
AnAkAnI		0		nA
kara		0		0
rahala		0		0
ha		0		0
.		0		UNK
ohijA		0		0
buXavAra		UNK		0
SAma		0		0
PiMgara		UNK		0
priMta		UNK		0
viSeRajFa		0		0
suxarSanA		0		0
ka		yA		UNK
newqwva		UNK		0
meM		0		UNK
eka		0		UNK
tIma		UNK		0
skUla		0		0
pahuMcala		yA		0
.		UNK		UNK
tIma		UNK		0
aXyApana		0		0
se		UNK		UNK
pUCawACa		0		0
kaila		UNK		yA
.		0		UNK
XArmika		UNK		UNK
aXAra		UNK		0
para		UNK		UNK
ArakRaNa		0		0
ke		yA		UNK
mAMga		UNK		0
ka		se		UNK
viroXa		0		0
meM		UNK		UNK
vihipa		0		0
kahalasa		gA		0
ki		UNK		UNK
ehase		0		nA
alagAvavAxa		UNK		0
ke		UNK		UNK
baDZAvA		0		0
mili		UNK		0
.		0		UNK
samAja		UNK		0
eka		0		UNK
aura		gA		UNK
viBAjana		UNK		0
ka		0		UNK
kagAra		0		0
para		UNK		UNK
pahuMca		0		0
jAi		UNK		0
.		0		UNK
vihipa		0		0
ravivAra		UNK		0
ke		0		UNK
keMxra		wA		0
aura		yA		UNK
rAjya		UNK		0
sarakAra		0		0
ke		UNK		UNK
nasIhawa		0		0
xewa		UNK		UNK
kahalana		0		0
ki		UNK		UNK
u		0		0
i		UNK		UNK
waraha		eM		0
ke		UNK		UNK
mAMgana		UNK		0
para		0		UNK
XyAna		0		0
na		0		UNK
xeM		0		eM
.		0		UNK
ohijA		0		0
PAyara		UNK		0
brAMda		UNK		0
newA		UNK		0
aSoka		0		0
siMGalo		UNK		0
maTAXISana		0		0
aura		UNK		UNK
XArmika		UNK		0
se		UNK		UNK
jAwivAxa		0		0
Ora		yA		UNK
CuACUwa		UNK		0
ke		0		UNK
Kawma		0		UNK
kare		0		0
ke		UNK		UNK
apIla		UNK		UNK
kailana		UNK		0
.		0		UNK
viSva		UNK		0
hiMxU		0		0
pariRaxa		UNK		0
ka		0		UNK
xu		UNK		UNK
xivasIya		0		UNK
kAryakrama		UNK		0
ka		UNK		UNK
samApana		0		0
ke		UNK		UNK
mOkA		0		0
para		UNK		UNK
ravivAra		0		0
ke		UNK		UNK
eka		0		UNK
praswAva		UNK		0
pAriwa		0		UNK
kara		UNK		0
XArmika		UNK		UNK
aXAra		0		0
para		yA		UNK
ArakRaNa		yA1		0
ke		UNK		UNK
mAMga		0		0
para		yA		UNK
kadZA		UNK		UNK
viroXa		se		0
jawAvala		0		0
gaila		UNK		yA
.		UNK		UNK
vihipa		UNK		0
kahala		0		0
ki		0		UNK
ehase		gA		0
samAja		UNK		0
meM		0		UNK
eka		UNK		UNK
aura		0		UNK
viBAjana		UNK		0
ho		yA		0
jAi		yA1		0
.		UNK		UNK
praswAva		UNK		0
meM		0		UNK
i		0		UNK
BI		UNK		UNK
kahala		0		0
gaila		0		0
ki		0		UNK
alpasaMKya		UNK		UNK
SikRaNa		UNK		0
saMsWAna		UNK		0
Ora		UNK		UNK
hiMxU		UNK		0
SikRaNa		0		0
saMsWAnana		UNK		0
ka		UNK		UNK
bIca		yA		UNK
kAnUnI		nA		UNK
aura		0		0
saMvEXAnika		UNK		UNK
asamAnawAvana		ke		0
ke		UNK		UNK
Kawma		0		UNK
kaila		UNK		0
jAila		0		0
cAhi		0		0
.		UNK		UNK
ekarA		0		0
lie		yA		UNK
vihipa		UNK		0
samAna		0		0
SikRaNa		0		0
kAnUna		0		0
ka		UNK		UNK
vakAlawa		0		0
kaila		0		yA
.		UNK		UNK
elAyaMsa		UNK		0
eyara		0		0
boiga		UNK		0
-		UNK		UNK
737		0		0
vimAna		0		0
ke		UNK		UNK
wakanIkI		UNK		UNK
KarAbI		0		0
ka		UNK		UNK
kArana		UNK		0
Cawrapawi		0		0
SivAjI		UNK		0
aMwarrARtrIya		UNK		UNK
havAI		UNK		0
ad		yA		0
para		yA1		UNK
imarajeMsI		UNK		0
lEMdiMga		0		0
ke		UNK		UNK
wahawa		UNK		UNK
surakRiwa		0		UNK
uwArala		UNK		0
gaila		WA		yA
.		UNK		UNK
vimAna		0		0
meM		0		UNK
55		UNK		UNK
yAwrI		UNK		0
savAra		0		0
rahalana		UNK		0
.		0		UNK
eyaraporta		UNK		0
aXikAriyana		0		0
ka		UNK		UNK
anusAra		0		UNK
vimAna		UNK		0
(		0		UNK
sIdI		yA		0
-		WA		UNK
7130		UNK		0
