Word		Original_feature		Predicted_feature
raMjiSa		n		n
bawaile		v		n
ha		v		n
,		punc		punc
lekina		avy		avy
ese		pn		pn
inakAra		n		n
kailana		v		n
ha		v		v
.		punc		punc
bawAvala		v		n
jAwa		v		n
ha		v		n
ki		avy		avy
_NULL_		unk		n
buXavAra		n		n
xopahara		n		n
gAMva		n		n
sWiwa		adj		adj
rAjakIya		adj		adj
prAimarI		adj		n
skUla		n		n
meM		psp		psp
pahalI		num		num
kakRA		n		n
meM		psp		psp
paDZe		v		v
vAlA		psp		psp
Caha		num		num
varRIya		adj		adj
vikkI		n		n
puwra		n		n
bijeMxra		n		n
wIsarI		num		num
kakRA		n		n
ka		psp		avy
eka		num		num
CAwra		n		n
ke		psp		psp
sAWa		nst		nst
skUla		n		n
se		psp		psp
bAhara		nst		n
Aila		v		n
wa		pn		avy
pahile		nst		nst
se		psp		psp
mOjUxa		adj		adj
xu		num		n
yuvaka		n		n
vikkI		n		n
ke		psp		psp
uTAkara		v		v
kavanoM		pn		n
vAhana		n		n
meM		psp		psp
lekara		v		v
ParAra		adj		adj
ho		v		v
gailana		v		n
.		punc		punc
GatanA		n		n
ke		psp		psp
pawA		n		n
vo		pn		pn
vakwa		n		n
lagala		v		n
jaba		pn		pn
ukwa		adj		adj
CAwra		n		n
aXyApaka		n		n
se		psp		psp
bawavalasa		v		n
ki		avy		avy
xo		num		num
ladZake		n		v
vikkI		n		n
ke		psp		psp
lekara		v		v
BAga		v		n
gailana		v		n
.		punc		punc
skUla		n		n
meM		psp		psp
GatanA		n		n
ka		psp		avy
lekara		v		v
hadZakaMpa		n		n
maca		v		n
gaila		v		v
.		punc		punc
skUla		n		n
prAcArya		n		n
GatanA		n		n
ke		psp		psp
sUcanA		n		n
gAMva		n		n
ke		psp		psp
sarapaMca		n		n
jayasiMha		n		n
va		avy		avy
bacce		n		n
ke		psp		psp
parijanana		n		n
ke		psp		psp
xehalana		v		n
.		punc		punc
vikkI		n		n
ke		psp		psp
ke		psp		psp
Kabara		n		n
gAMva		n		n
meM		psp		psp
Aga		n		n
ke		psp		psp
waraha		n		n
PEla		v		n
gaIla		v		n
Ora		avy		avy
xarjanana		n		n
grAmINa		n		adj
sarapaMca		n		n
ke		psp		psp
lekara		v		v
skUla		n		n
pahuMlana		v		n
.		punc		punc
sarapaMca		n		n
jayasiMha		n		n
i		pn		punc
bAre		psp		psp
meM		psp		psp
aXyApakana		n		n
va		avy		avy
bacvana		n		n
se		psp		psp
bAwacIwa		n		n
kailana		v		n
.		punc		punc
okarA		pn		n
bAxa		nst		nst
grAmINa		n		adj
vikkI		n		n
ke		psp		psp
walASa		n		n
KAwira		psp		psp
nikala		v		n
padZale		v		v
waWA		avy		avy
kuCa		avy		avy
grAmINa		n		adj
okarA		pn		v
parijana		n		n
sahiwa		psp		psp
kaMsAlA		n		n
pulisa		n		n
cOkI		n		n
pahuMcalana		v		n
aura		avy		n
pulisa		n		n
ke		psp		psp
GatanA		n		n
se		psp		psp
avagawa		adj		adj
karailana		v		n
.		punc		punc
apaharana		n		n
ka		psp		avy
sUcanA		n		n
milawa		v		adj
hI		avy		avy
pulisa		n		n
nAkebaMxI		n		adj
kara		v		v
vAhanana		n		n
ke		psp		psp
jAMca		n		n
padZawAla		n		n
SurU		n		n
kara		v		v
xehalasa		v		n
.		punc		punc
e		pn		n
saMbaMXa		n		n
meM		psp		psp
kaMsAlA		n		n
pulisa		n		n
cOkI		n		n
sarapaMca		n		n
jayasiMha		n		n
ka		psp		avy
bayAna		n		n
para		psp		psp
SikAyawa		n		n
xarja		adj		adj
kara		v		v
lehale		v		v
ha		v		v
.		punc		punc
grAmInana		n		n
meM		psp		psp
roRa		n		n
ha		v		v
ki		avy		avy
pulisa		n		n
i		pn		punc
mAmalA		n		n
meM		psp		psp
kesa		n		n
xarja		adj		adj
kare		v		n
meM		psp		psp
AnAkAnI		n		n
kara		v		v
rahala		v		n
ha		v		v
.		punc		punc
ohijA		adv		n
buXavAra		n		n
SAma		n		n
PiMgara		n		n
priMta		n		n
viSeRajFa		n		n
suxarSanA		n		n
ka		psp		avy
newqwva		n		n
meM		psp		psp
eka		num		num
tIma		n		n
skUla		n		n
pahuMcala		v		v
.		punc		punc
tIma		n		n
aXyApana		n		n
se		psp		psp
pUCawACa		n		n
kaila		v		v
.		punc		punc
XArmika		adj		adj
aXAra		n		n
para		psp		psp
ArakRaNa		n		n
ke		psp		psp
mAMga		n		n
ka		psp		avy
viroXa		n		n
meM		psp		psp
vihipa		n		n
kahalasa		v		n
ki		avy		avy
ehase		pn		pn
alagAvavAxa		n		n
ke		psp		psp
baDZAvA		n		n
mili		v		n
.		punc		punc
samAja		n		n
eka		num		num
aura		avy		n
viBAjana		n		n
ka		psp		avy
kagAra		n		n
para		psp		psp
pahuMca		v		v
jAi		v		n
.		punc		punc
vihipa		n		n
ravivAra		n		n
ke		psp		psp
keMxra		n		n
aura		avy		n
rAjya		n		n
sarakAra		n		n
ke		psp		psp
nasIhawa		n		n
xewa		v		adj
kahalana		v		n
ki		avy		avy
u		pn		num
i		pn		punc
waraha		n		n
ke		psp		psp
mAMgana		n		n
para		psp		psp
XyAna		n		n
na		avy		avy
xeM		v		v
.		punc		punc
ohijA		adv		n
PAyara		n		n
brAMda		n		n
newA		n		n
aSoka		n		n
siMGalo		n		n
maTAXISana		n		n
aura		avy		n
XArmika		adj		n
se		psp		psp
jAwivAxa		n		n
Ora		avy		avy
CuACUwa		n		n
ke		psp		psp
Kawma		adj		adj
kare		v		n
ke		psp		psp
apIla		n		nst
kailana		v		n
.		punc		punc
viSva		n		n
hiMxU		n		n
pariRaxa		n		n
ka		psp		avy
xu		num		num
xivasIya		adj		adj
kAryakrama		n		n
ka		psp		avy
samApana		n		n
ke		psp		psp
mOkA		n		n
para		psp		psp
ravivAra		n		n
ke		psp		psp
eka		num		num
praswAva		n		n
pAriwa		adj		adj
kara		v		v
XArmika		adj		adj
aXAra		n		n
para		psp		psp
ArakRaNa		n		n
ke		psp		psp
mAMga		n		n
para		psp		psp
kadZA		adj		adj
viroXa		n		n
jawAvala		v		n
gaila		v		v
.		punc		punc
vihipa		n		n
kahala		v		n
ki		avy		avy
ehase		pn		n
samAja		n		n
meM		psp		psp
eka		num		num
aura		avy		n
viBAjana		n		n
ho		v		v
jAi		v		n
.		punc		punc
praswAva		n		n
meM		psp		psp
i		pn		punc
BI		avy		avy
kahala		v		n
gaila		v		v
ki		avy		avy
alpasaMKya		adj		adj
SikRaNa		n		n
saMsWAna		n		n
Ora		avy		avy
hiMxU		n		n
SikRaNa		n		n
saMsWAnana		n		n
ka		psp		avy
bIca		nst		nst
kAnUnI		adj		adj
aura		avy		n
saMvEXAnika		adj		adj
asamAnawAvana		n		n
ke		psp		psp
Kawma		adj		psp
kaila		v		n
jAila		v		v
cAhi		v		n
.		punc		punc
ekarA		pn		v
lie		psp		psp
vihipa		n		n
samAna		adj		n
SikRaNa		n		n
kAnUna		n		n
ka		psp		avy
vakAlawa		n		n
kaila		v		v
.		punc		punc
elAyaMsa		n		n
eyara		n		n
boiga		n		n
-		punc		punc
737		n		n
vimAna		n		n
ke		psp		psp
wakanIkI		adj		adj
KarAbI		n		n
ka		psp		avy
kArana		n		n
Cawrapawi		n		n
SivAjI		n		n
aMwarrARtrIya		adj		adj
havAI		adj		adj
ad		n		n
para		psp		psp
imarajeMsI		adj		n
lEMdiMga		n		n
ke		psp		psp
wahawa		psp		psp
surakRiwa		adj		adj
uwArala		v		n
gaila		v		v
.		punc		punc
vimAna		n		n
meM		psp		psp
55		num		num
yAwrI		n		n
savAra		adj		n
rahalana		v		n
.		punc		punc
eyaraporta		n		n
aXikAriyana		n		n
ka		psp		avy
anusAra		n		psp
vimAna		n		n
(		punc		punc
sIdI		n		n
-		punc		punc
7130		n		n
)		punc		punc
nAgapura		n		n
se		psp		psp
udZAna		n		n
Barale		v		v
rahala		v		v
.		punc		punc
